name,city,state,lat,lng,price
RANCHLAND GAS STATION,Benjamin,TX,33.584,-99.7923,3.299
RUTTERS #68,Annville,PA,40.3456,-76.5447,4.299
MICKEY MART #57,Strasburg,OH,40.6003,-81.5366,3.49233333
LOVES TRAVEL STOP #679,Hardin,MT,45.7498,-107.6075,3.704
LOVES TRAVEL STOP #691,Ely,NV,39.29,-114.85655,3.649
WA SHE SHU TRAVEL PLAZA,Gardnerville,NV,38.89345,-119.66935,3.699
CEFCO #99,Giddings,TX,30.1777,-96.9332,3.159
CASEYS #3604,Hinton,IA,42.604,-96.305,3.299
LOVES TRAVEL STOP #699,Magee,MS,31.8495,-89.7503,3.60733333
SPEEDWAY #2926,Clairton,PA,40.3243,-79.9317,3.92566666
SPEEDWAY #7775,Delaware,OH,40.2932,-83.0723,3.619
KWIK TRIP #661,Monroe,WI,42.5991,-89.6403,3.36233333
Kwik Star #567,Hampton,IA,42.7405,-93.211,3.504
PETRO-CARD 24 #919141,Jamestown,MO,38.7793,-92.4807,3.479
CASEYS #2743,Palmyra,NE,40.705,-96.3999,3.199
QUICKLEES #1,Avon,NY,42.903,-77.7274,3.999
SHEETZ #583,Reedsville,PA,40.6722,-77.6116,3.41566666
SPEEDWAY #6245,Carrollton,OH,40.5787,-81.0818,3.559
SPEEDWAY #8851,South Elgin,IL,41.9969,-88.2986,3.559
LOVES TRAVEL STOP #697,Newton,NC,35.6498,-81.2425,3.689
KWIK TRIP #111,Stillwater,MN,45.0412,-92.91555,3.54066666
SPEEDWAY #8799,Bedford Park,IL,41.8119,-87.6873,3.599
SPEEDWAY #8064,West Lafayette,IN,40.4192,-86.9116,3.58233333
Speedway #3994,West Chicago,IL,41.8867,-88.2031,3.599
SPEEDWAY #1830,Grand Haven,MI,43.0378,-86.1912,3.899
TEX-BEST #527,Jourdanton,TX,28.903,-98.544,2.92066666
TEX BEST #503,Kyle,TX,29.9966,-97.8335,2.80566666
Kwik Star #103,Iowa Falls,IA,42.5138,-93.2709,3.374
KWIK TRIP #571,Carlton,MN,46.6484,-92.471,3.319
KWIK TRIP #964,Middleton,WI,43.1052,-89.5073,3.529
KWIK TRIP #118,Ashland,WI,46.5586,-90.7388,3.699
QUICK FUEL #2206,Marietta,GA,33.9462,-84.532471,3.519
LOVES TRAVEL STOP #712,Newcastle,OK,35.2453,-97.6216,3.42566666
KWIK TRIP #815,Cumberland,WI,45.5403,-92.0297,3.624
PETRO-CARD 24 #910681,Salem,MO,37.617,-91.5258,3.099
KWIK TRIP #588,Woodruff,WI,45.9186,-89.6954,3.09566666
KWIK TRIP #596,Black Earth,WI,43.1322,-89.739,3.444
SPEEDWAY #4440,Waukegan,IL,42.372233,-87.8551,3.659
KWIK TRIP #138,Park Falls,WI,45.9363,-90.4246,3.14733333
LOVES TRAVEL STOP #694,Ramer,TN,35.0642,-88.6017,3.46233333
LOVES TRAVEL STOP #661,Pine Bluff,AR,34.204525,-92.014275,3.319
KWIK TRIP #112,Sheboygan Falls,WI,43.7266,-87.8242,3.29233333
LOVES TRAVEL STOP #708,Bushnell,FL,28.6611,-82.1553,3.29566666
LOVES TRAVEL STOPS #719,Troy,TX,31.1759,-97.2852,3.159
SPEEDWAY #3535,Bellville,OH,40.6136,-82.5175,3.599
RICKY ROCKETS FUEL CENTER,Midlothian,IL,41.635,-87.7362,3.099
RUTTERS #72,Saint Thomas,PA,39.9241,-77.7908,4.399
SPEEDWAY #2929,New Alexandria,PA,40.3987,-79.422,3.97233333
SIDE TRACK,Wrightsville,GA,32.7219,-82.7262,3.31566666
CASEYS #3593,North Vernon,IN,39.0018,-85.6272,3.59233333
ONVO TRAVEL PLAZA - AVIS,Avis,PA,41.186,-77.3162,3.539
BP,Pacific Junction,IA,41.0271,-95.8046,3.399
Stinker,Kersey,CO,40.3963,-104.5288,3.499
EXXON,Redford,MI,42.401,-83.2953,3.699
GOOD 2 GO #218,Sheridan,WY,44.7849,-106.9648,3.44233333
KWIK TRIP #598,Paynesville,MN,45.3988,-94.7157,3.399
ONVO TRAVEL PLAZA - BLAKESLEE,Blakeslee,PA,41.0485,-75.5343,3.56566666
KWIK TRIP #575,Saint Joseph,MN,45.5651,-94.3367,3.30233333
ROCKING Oil,Caldwell,TX,30.5298,-96.7143,3.099
RACETRAC #2597,Elizabethtown,KY,37.6894,-85.86875,2.919
CITGO HERITAGE RIDGE,Waupun,WI,43.6324,-88.7373,3.14733333
MACH 1 #3,Benton,IL,38.0,-88.9227,3.379
LOVES TRAVEL STOP #701,Capac,MI,43.0263,-82.9298,3.949
MAVERIK COUNTRY STORE #497,Cortez,CO,37.3549,-108.5837,3.41566666
WORKMANS TRAVEL CENTER,Lowell,AR,36.2554,-94.1308,3.40233333
PILOT # 1134,Orla,TX,31.864,-103.9297,3.759
HUDSON IRVING 24,Hudson,NH,42.769,-71.4121,3.799
LOVES TRAVEL STOP #726,Belen,NM,34.6511,-106.6952,3.52233333
LOVES TRAVEL STOP #734,Randlett,OK,34.174,-98.46,3.12066666
PUMP N PETES #42,Jasper,MO,37.3362,-94.3013,3.199
CASEYS #3889,Henry,IL,41.1115,-89.3743,3.349
LOVES TRAVEL STOP #725,Hanson,KY,37.4382,-87.4751,3.599
GOOD TO GO #45,Fowler,IN,40.6255,-87.309,3.699
Union 76 Pilot,Riverton,NJ,40.00675,-75.00505,3.999
TA EXPRESS HENDERSON #969,Henderson,NV,35.99695,-115.020883,3.639
RUTTERS #73,Inwood,WV,39.3701,-78.0242,3.659
RUDS,New Salem,ND,46.806,-101.4291,3.499
ROAD RANGER #275,Sonora,TX,30.5558,-100.6307,3.549
MAVERIK COUNTRY STORE #460,Minden,NV,39.0218,-119.7314,3.52566666
Caseys #4466,Scottsville,KY,36.7614,-86.1929,3.31233333
24/7 TRAVEL STORE,Abilene,KS,38.9371,-97.2063,2.994
CIRCLE K #2704111,Donna,TX,26.1671,-98.0529,3.009
CASEYS #3677,Slayton,MN,43.9856,-95.7554,3.299
ALLSUPS #2423,Madill,OK,34.0784,-96.7597,2.959
Speedee Mart # 2875,Milford,NE,40.7632,-97.0576,3.43233333
CASEYS #3396,Sigourney,IA,41.3301,-92.2019,3.36233333
CASEYS #3589,North Sioux City,SD,42.5249,-96.5074,3.059
CASEYS #3685,Lakin,KS,37.9382,-101.2713,3.19233333
CASEYS #1160,Plainview,NE,42.3467,-97.7786,3.229
Kwik Star #920,Garner,IA,43.1144,-93.5944,3.399
KWIK TRIP #595,Amery,WI,45.3486,-92.4014,3.56066666
KWIK TRIP #926,New Prague,MN,44.5402,-93.5805,3.29066666
LOVES TRAVEL STOP #668,Berthoud,CO,40.2993,-105.1055,3.39066666
SPEEDWAY #3996,Round Lake,IL,42.3668,-88.0888,3.399
ROBINSON CORINTH IRVING,Corinth,ME,44.9805,-69.0109,3.93233333
IRVING MAINWAY,Dover Foxcroft,ME,45.1877,-69.2045,3.86566666
ROBINSONS IRVING,Corinna,ME,44.926,-69.2323,3.93233333
LOVES TRAVEL STOP #710,Tipton,IN,40.2817,-86.0433,3.84733333
FLYING J #1171,Mesquite,NV,36.810133,-114.084933,3.70566666
KWIK TRIP #922,Cameron,WI,45.4038,-91.731,3.664
MAVERIK COUNTRY STORE #573,Riverton,UT,40.4954,-111.9444,3.13566666
LOVES TRAVEL STOP #740,Yemassee,SC,32.643,-80.8129,3.419
GOLDEN GATE TRUCKSTOP,Elko,NV,40.8568,-115.686867,3.599
Rusty Lantern,Augusta,ME,44.33484,-69.77908,3.88733333
DOMINO #128,El Reno,OK,35.5335,-97.9591,3.199
KWIK TRIP #592,Rush City,MN,45.6855,-92.9655,3.37733333
KWIK TRIP #946,Pulaski,WI,44.6611,-88.2634,3.45733333
ALLSUPS CONVENIENCE STORE #2308,Jal,NM,32.1128,-103.1997,3.129
LANCASTER CONVENIENCE,Lancaster,MA,42.451,-71.6868,3.70566666
RACING MART,Adams,MA,42.6223,-73.1172,3.699
SPEEDWAY #3650,Wadsworth,OH,41.032,-81.73365,3.699
PILOT TRAVEL CENTER #1132,Brawley,CA,32.9792,-115.5296,4.759
INDIAN HILL IRVING,Greenville,ME,45.4716,-69.5844,3.86566666
1 STOP TRAVEL PLAZA,Pierre,SD,44.3695,-100.3211,3.38233333
LOVES TRAVEL STOP #707,Covington,VA,37.7802,-79.987,3.649
KWIK TRIP #1021,Brodhead,WI,42.6111,-89.3714,3.41566666
QUICK FUEL #3188,Sidney,OH,40.2858,-84.15885,3.33233333
LOVES TRAVEL STOP #741,Reidsville,NC,36.36765,-79.71865,3.999
AF TRUCK CENTER,Melrose Park,IL,41.907433,-87.869067,3.459
KWIK TRIP #928,Princeton,MN,45.5851,-93.5961,3.399
Kwik Star #924,Webster City,IA,42.4657,-93.8262,3.20233333
WEIGELS #90,Kodak,TN,35.9722,-83.6171,3.199
MAVERIK COUNTRY STORE #606,Franklin,ID,42.0288,-111.7871,3.579
KWIK TRIP #1019,Isanti,MN,45.4682,-93.2266,3.474
FOOD N FUEL #25,Milbank,SD,45.2061,-96.6255,3.369
TA EXPRESS LITTLEFIELD,Littlefield,AZ,36.8872,-113.9297,3.679
MAVERIK COUNTRY STORE #599,Thayne,WY,42.933,-111.0114,3.669
FAST STOP,Escanaba,MI,45.7659,-87.089,3.399
KWIK TRIP #791,New London,WI,44.3928,-88.7554,3.484
WEIGELS #81,Morristown,TN,36.211775,-83.28445,3.259
MACH 1 #12,West Frankfort,IL,37.8979,-88.9307,3.199
ALLSUPS CONVENIENCE STORE #2470,Eunice,NM,32.4392,-103.1594,3.099
BOLLA MARKET,Islandia,NY,40.8067,-73.1709,3.539
BOLLA MARKET,Medford,NY,40.8174,-72.9852,3.539
SPEEDWAY #4107,Stone Mountain,GA,33.812925,-84.1567,3.529
MARATHON,Elberton,GA,34.1082,-82.8448,3.899
CASEYS #3782,Mount Ayr,IA,40.7142,-94.2321,3.164
CASEYS #3581,Corning,AR,36.4155,-90.587,3.28233333
LOVES TRAVEL STOP #731,Slippery Rock,PA,41.0454,-80.0468,4.249
BISHOPS TRAVEL CENTER,Attapulgus,GA,30.7493,-84.4846,3.699
PARKERS #63 (DISCOUNT AVAILABLE),Jesup,GA,31.57315,-81.8631,3.11566666
TA EXPRESS HOLSTEIN #941,Holstein,IA,42.4948,-95.565,3.559
CASEYS #3492,Marysville,KS,39.8428,-96.6422,3.299
BREAK TIME #3165,Warrensburg,MO,38.7667,-93.7273,3.29233333
GLUCKSTADT FLEETWAY,Madison,MS,32.46445,-90.11205,3.199
CASEYS #3514,Oakes,ND,46.1095,-98.2257,3.38233333
ALLSUPS CONVENIENCE STORE #2220,Loving,NM,32.274,-104.0914,3.599
84 QUIK STOP,New Hampton,NY,41.3627,-74.4435,3.459
CIRCLE K #4707623,Brewerton,NY,43.2252,-76.1351,4.089
QUEENSBURY,Queensbury,NY,43.329,-73.6818,3.789
LOVES TRAVEL STOP #749,Westmorland,CA,33.038,-115.5914,4.779
MARIETTA PETROLEUM,Marietta,OK,33.9431,-97.1148,2.92233333
DANDY MINI MART #36,Monroeton,PA,41.7135,-76.4872,4.03233333
RUTTERS #67,Mercersburg,PA,39.8195,-77.9073,4.399
CIRCLE K #2741496,Chappell Hill,TX,30.1833,-96.2347,2.999
Circle K #2741925,Trinity,TX,30.942,-95.3403,2.899
KWIK TRIP #1037,Mora,MN,45.8958,-93.2942,3.394
CROSSROADS MARKET,Gladstone,VA,37.5473,-78.8508,3.439
BIG B TRUCK STOP,Sprague,WA,47.3247,-117.9897,3.899
GOHL POST BP,Endeavor,WI,43.6963,-89.4617,3.17566666
BIG D OIL #19,Midwest,WY,43.4114,-106.28,3.459
BOLLA MARKET,Copiague,NY,40.6778,-73.3963,3.399
MAVERIK #728,Lovington,NM,32.9512,-103.3488,3.094
ALLSUPS CONVENIENCE STORE #2365,Plains,TX,33.1894,-102.8294,3.369
MFA OIL PETRO CARD 24,Hamilton,MO,39.7364,-93.9909,3.24066666
LOVES TRAVEL STOP #759,Hazen,AR,34.7838,-91.5767,3.22566666
LOVES TRAVEL STOP #689,Lake Village,AR,33.3274,-91.2825,3.269
KWIK TRIP #1015,Denmark,WI,44.3594,-87.827,3.36233333
KWIK TRIP #939,Stanley,WI,44.9689,-90.9389,3.469
ALLSUPS CONVENIENCE STORE #2154,Coleman,TX,31.8287,-99.427,3.159
7-ELEVEN #34715,Schiller Park,IL,41.9563,-87.8692,4.579
CEFCO #2071,Early,TX,31.76475,-98.93425,2.92566666
ALLSUPS CONVENIENCE STORE #2147,De Leon,TX,32.1087,-98.5489,3.159
STRIPES 7FLEET #42528,Colorado City,TX,32.3987,-100.8609,2.899
TROPIC OIL COMPANY,Lake Wales,FL,27.880633,-81.5929,3.499
ALLSUPS CONVENIENCE STORE #2078,White Deer,TX,35.4278,-101.174,2.969
ALLSUPS CONVENIENCE STORE #2100,Odonnell,TX,32.9773,-101.8271,3.099
DK,Denver City,TX,32.9711,-102.8313,3.319
ALLSUPS CONVENIENCE STORE #2370,Clarendon,TX,34.9529,-100.8952,2.929
ALLSUPS CONVENIENCE STORE #2114,Muleshoe,TX,34.2193,-102.7496,3.19066666
HORSESHOE CONVENIENCE,Mentone,TX,31.7068,-103.5988,3.10733333
BP,Elkhorn,WI,42.7009,-88.5462,3.149
KWIK TRIP #1026,Milaca,MN,45.7795,-93.6453,3.369
PILOT DEALER #1235,Tacna,AZ,32.6934,-113.9763,3.599
LAST STOP TRAVEL CENTER,Willow Beach,AZ,35.7759,-114.5001,3.49566666
Kwik Star #1025,Estherville,IA,43.4017,-94.818,3.33233333
LOVES TRAVEL STOP #748,Edon,OH,41.5842,-84.757,3.88733333
LOVES TRAVEL STOP #745,Saint Clair,MI,42.8255,-82.5133,3.949
KWIK TRIP #1038,Prairie Du Sac,WI,43.2956,-89.7452,3.484
SPEEDWAY #6721,Mc Kees Rocks,PA,40.4717,-80.0876,3.899
SPEEDWAY #3715,Crest Hill,IL,41.5548,-88.0987,3.299
LOVES TRAVEL STOP #773,Eutaw,AL,32.8889,-87.9303,3.13733333
KWIK STAR #929,Bettendorf,IA,41.5509,-90.4942,3.599
Petro-Card 24 #910820,Willow Springs,MO,36.9958,-91.9405,3.399
MAVERIK COUNTRY STORE #623,Gunnison,UT,39.1545,-111.8167,3.419
LOVES TRAVEL STOP #751,Elgin,SC,34.162,-80.8113,3.42566666
Jet Food Store,Warrenton,GA,33.4091,-82.6357,3.41566666
KWIK STAR #1027,Mason City,IA,43.15175,-93.1982,3.264
KWIK STAR #940,Forest City,IA,43.2692,-93.6356,3.449
KWIK TRIP #1017,Anoka,MN,45.2825,-93.4186,3.624
Shell,Kendallville,IN,41.4482,-85.2609,3.499
SHREES TRUCK STOP #2,Thorp,WA,47.0679,-120.6712,3.809
THORNTONS #0334,Posen,IL,41.6277,-87.6872,3.399
LOVES TRAVEL STOP #744,Lockbourne,OH,39.8117,-82.97445,3.45566666
KWIK TRIP #1049,Glencoe,MN,44.778,-94.1616,3.524
SPEEDWAY #6781,Douglassville,PA,40.2709,-75.7397,3.799
BROWNVILLE IRVING,Brownville,ME,45.3412,-69.0423,3.93233333
GOLDEN GATE PETROLEUM,Silt,CO,39.5028,-107.6657,3.459
KWIK TRIP #930,North Branch,MN,45.5114,-92.9802,3.40233333
SPEEDWAY #3632,Kent,OH,41.1487,-81.349733,3.53233333
CIRCLE K #4706705,Crete,IL,41.439,-87.6027,3.499
LOVES TRAVEL STOP #769,Topeka,KS,39.043332,-95.705287,3.284
LOVES TRAVEL STOP #774,Smiths Station,AL,32.5401,-85.0985,3.194
KWIK TRIP #1031,Delano,MN,45.0342,-93.8016,3.524
PILOT #1227,Pyote,TX,31.5387,-103.1267,3.46566666
BARRINGTON APPLEGREEN,Barrington,NH,43.2027,-71.0377,3.899
MAVERIK COUNTRY STORE #581,Clearfield,UT,41.0679,-112.063433,3.33566666
MACH 1 #24,Tilton,IL,40.0964,-87.644,3.199
LOVES TRAVEL STOP #757,Milan,MI,42.0914,-83.6776,3.489
INTERFUEL,Springfield,VA,38.802189,-77.2457,3.899
CASEYS #3708,New Carlisle,OH,39.93,-84.0217,3.259
CASEYS #3852,Creston,IA,41.0499,-94.3471,3.349
CASEYS #3238,Oronoco,MN,44.1489,-92.485,3.51566666
LENNYS GAS N WASH BOURBONNAIS,Bourbonnais,IL,41.1661,-87.879,3.299
LOVES TRAVEL STOP #784,Schuyler,NE,41.4591,-97.0628,3.28233333
Flyers #3213,Mesa,AZ,33.414132,-111.771211,3.35233333
ALLTOWN FRESH #769,Ayer,MA,42.5591,-71.5788,3.649
PAC PRIDE,Glendale,AZ,33.5737,-112.197708,4.024
RUTLAND ROUTE 7 IRVING,Rutland,VT,43.61235,-72.9717,3.699
ALLSUPS CONVENIENCE STORE #2132,Carrizozo,NM,33.6496,-105.8696,3.28233333
ALLSUPS CONVENIENCE STORE #2038,Logan,NM,35.3681,-103.4383,3.199
QUIK STOP,Paris,TN,36.3005,-88.3093,2.959
PATRIOT FUELING CENTER,Wetumpka,AL,32.57745,-86.15735,3.199
CASEYS #3464,Morrisonville,IL,39.4153,-89.4541,3.759
TA Express West Point #283,West Point,GA,32.8337,-85.1197,3.66566666
VP Racing Fuels,Center,MO,39.5154,-91.5398,3.16566666
MAVERIK COUNTRY STORE #398,Page,AZ,36.9147,-111.4558,3.45566666
FAST LANE #31,Jonesburg,MO,38.8717,-91.3019,3.299
SPEEDWAY #9932,Painted Post,NY,42.171,-77.1194,4.099
LOVES TRAVEL STOP #790,Summerton,SC,33.5946,-80.3606,3.509
CASEYS #2998,Pipestone,MN,43.9893,-96.2652,3.449
CASEYS #3245,Freeman,SD,43.3605,-97.4601,3.299
CASEYS #3785,Fort Pierre,SD,44.3426,-100.4043,3.399
CASEYS #1778,Brighton,IL,39.0361,-90.1443,3.239
CASEYS #3934,Ankeny,IA,41.7203,-93.5974,3.099
JACK FLASH,Altamont,IL,39.0634,-88.7481,3.099
CASEYS #3590,Geneva,IN,40.6071,-84.9621,3.594
CASEYS #3653,Greene,IA,42.8958,-92.8024,3.599
CASEYS #3659,Randall,MN,46.0734,-94.5005,3.48566666
CASEYS #3752,Mountain Lake,MN,43.939,-94.9273,3.40233333
CASEYS #3717,Vinton,IA,42.1743,-91.9892,3.199
CASEYS #3787,Blackwell,OK,36.8006,-97.2867,2.999
CASEYS #3795,Saukville,WI,43.3913,-87.9568,3.289
CASEYS #3798,Drumright,OK,35.9931,-96.5198,3.119
CASEYS #3758,Douglass,KS,37.5195,-96.9948,3.264
CASEYS #3809,Hugoton,KS,37.1682,-101.3346,3.39233333
CASEYS #3780,Tonganoxie,KS,39.1026,-95.1051,3.159
CASEYS #3811,McAlester,OK,34.9298,-95.76445,3.22566666
CASEYS #3832,Janesville,MN,44.1168,-93.7095,3.58233333
CASEYS #2730,Seward,NE,40.9066,-97.0966,3.369
CASEYS #3841,Kieler,WI,42.5814,-90.6026,3.489
CASEYS #3856,Tonica,IL,41.2327,-89.089,3.069
CASEYS #3493,Shannon,IL,42.161,-89.7481,3.699
CASEYS #3497,South Pekin,IL,40.4945,-89.6518,3.619
CASEYS #3528,Washington,IA,41.3015,-91.6987,3.271
CASEYS #3545,Sleepy Eye,MN,44.2821,-94.7273,3.33233333
CASEYS #3554,Mulberry Grove,IL,38.9311,-89.2463,3.489
CASEYS #3575,Seneca,KS,39.8473,-96.0316,3.159
CASEYS #3079,Early,IA,42.4483,-95.1726,3.299
CASEYS #3576,Overbrook,KS,38.7922,-95.5616,3.19566666
CASEYS #3579,Smith Center,KS,39.8042,-98.7842,3.179
CASEYS #3588,Tipp City,OH,39.942,-84.1663,3.099
CASEYS #3204,Minden,IA,41.4654,-95.5519,3.159
CASEYS #3465,Gibbon,NE,40.7444,-98.8543,3.049
SHEETZ #804,Hope Mills,NC,34.9536,-78.9354,2.859
7FLEET #46080,Neenah,WI,44.18345,-88.4709,3.449
ANEW TRAVEL CENTER,Cambridge,NE,40.2808,-100.1676,3.364
CASEYS #3747,Carey,OH,40.9486,-83.3836,3.17566666
QUICK FUEL #3176,Carrollton,TX,32.988275,-96.883125,3.01566666
ALLTOWN MARKETS #835,Madison,CT,41.309,-72.6153,4.239
CIRCLE T,Navasota,TX,30.3576,-96.0594,3.43233333
FUEL MAXX #57,Liberty,TX,30.0946,-94.7378,3.13233333
JIFFY MART,Walpole,NH,43.0765,-72.4155,3.68566666
MAVERIK COUNTRY STORE #630,Malad City,ID,42.1808,-112.262,3.394
RUTTERS #81,Leesport,PA,40.4152,-75.9944,3.89733333
RUTTERS #41,Lebanon,PA,40.3564,-76.4172,3.799
RUTTERS #75,Walkersville,MD,39.4787,-77.3484,3.93233333
KWIK TRIP #1061,Combined Locks,WI,44.2666,-88.3133,3.549
PILOT #1299,Henrietta,TX,33.8196,-98.26,3.12566666
QUARLES #4009,Waldorf,MD,38.59,-76.93265,3.759
QUARLES #4011/SHELL,Woodford,VA,38.0847,-77.4399,2.899
QUARLES #4302,Broadway,VA,38.6083,-78.7875,3.459
QUARLES #4307,Salem,VA,37.287367,-80.0678,3.559
PIEDMONT PETROLEUM,Lynchburg,VA,37.375244,-79.158544,3.459
QUARLES #4400,Lorton,VA,38.6986,-77.2159,4.059
QUARLES #4401,Fairfax,VA,38.8343,-77.287889,4.059
QUARLES #4403,Beltsville,MD,39.04015,-76.91585,3.899
Global,Elkridge,MD,39.2058,-76.7531,3.099
QUARLES #4407,Upper Marlboro,MD,38.83424,-76.7982,3.899
QUARLES #4408,Bladensburg,MD,38.9421,-76.9261,3.699
QUARLES #4411,Curtis Bay,MD,39.2109,-76.5597,3.499
QUARLES #4412,Rockville,MD,39.0872,-77.1466,3.759
QUARLES #4413,Capitol Heights,MD,38.85512,-76.88828,3.899
QUARLES #4416,Salisbury,MD,38.3775,-75.60565,3.659
QUARLES #4423,Glen Burnie,MD,39.102067,-76.601467,3.699
QUARLES #4424,Clinton,MD,38.7549,-76.9026,3.899
QUARLES #4425,Hyattsville,MD,38.9637,-76.9395,3.899
QUARLES #4426,Gaithersburg,MD,39.151656,-77.196511,3.759
QUARLES #4430,Sharon Hill,PA,39.9035,-75.2695,3.869
7-ELEVEN #17703,Martinsburg,WV,39.466,-77.95364,3.249
QUARLES #4504,Winchester,VA,39.191875,-78.2048,3.799
QUARLES #4509,Frederick,MD,39.4222,-77.4076,3.599
QUARLES #4605,Sterling,VA,39.0128,-77.4231,3.659
QUARLES #4606,Manassas,VA,38.749167,-77.470867,3.859
QUARLES #4934,Sandston,VA,37.5157,-77.2758,3.259
QUARLES #4608,Chantilly,VA,38.872033,-77.414567,3.659
QUARLES #4700,Culpeper,VA,38.5117,-77.9928,3.799
QUARLES #4944,Bealeton,VA,38.5453,-77.7561,3.759
QUARLES #4703,Ruckersville,VA,38.2586,-78.4074,3.699
REFUEL #1116,Apex,NC,35.7225,-78.8408,3.799
QUARLES #4829,Raleigh,NC,35.808798,-78.633634,3.599
QUARLES #4965,Warsaw,VA,37.9695,-76.7665,3.759
QUARLES #4817,Selma,NC,35.5565,-78.264,3.799
QUARLES #4927,Chesterfield,VA,37.3628,-77.60055,3.699
QUARLES #4931,Powhatan,VA,37.5421,-77.9189,3.699
QUARLES #4932,Rockville,VA,37.7337,-77.7,3.699
RACEWAY #6789,Richmond,VA,37.528023,-77.474238,3.429
QUARLES #4938,Gum Spring,VA,37.7982,-77.9375,3.699
EXXON/QUARLES #4942,Quinton,VA,37.5185,-77.1486,3.509
SHEETZ #689,Henrico,VA,37.497618,-77.415636,2.949
QUARLES #4909,Hampton,VA,37.047882,-76.358909,3.42566666
QUARLES #4912,Troy,VA,37.9636,-78.2535,3.899
QUARLES #4913,Midlothian,VA,37.474467,-77.646433,3.699
QUARLES #4922,Charlottesville,VA,38.047155,-78.481936,3.899
HAYDEN TRAVEL CENTER,Warrior,AL,33.8529,-86.8198,3.129
Global,Danbury,CT,41.370517,-73.4267,3.459
ALLTOWN MARKETS #647,Plymouth,MA,41.946433,-70.670233,3.959
LULING MINI MART,Luling,TX,29.6826,-97.6499,2.96566666
KWIK TRIP #644,New Holstein,WI,44.00625,-88.1571,3.39066666
MAVERIK #723,Marana,AZ,32.4176,-111.20975,3.04566666
SUNOCO,Lock Haven,PA,41.1425,-77.4436,3.599
TURNPIKE MARKET EXPRESS,Newton Falls,OH,41.191,-80.9701,3.259
GILL MART CORNER STORE,Three Rivers,MI,41.9596,-85.6371,3.699
LOVES TRAVEL STOP #793,Mount Juliet,TN,36.1949,-86.51045,3.25233333
PLATEU TRAVEL PLAZA,Madras,OR,44.6376,-121.1349,3.359
RACEWAY #6898,Yulee,FL,30.62275,-81.5904,3.27066666
CIRCLE K #2702344,Williston,SC,33.3926,-81.4161,3.799
MAVERIK COUNTRY STORE #637,SALINA,UT,38.956,-111.8811,3.44233333
7-ELEVEN #41219,Laurens,SC,34.499,-82.0143,3.099
KWIK TRIP #1074,Somerset,WI,45.1331,-92.6865,3.524
Speedway #7764,Dundee,IL,42.0962,-88.2902,3.279
Kwik Star #589,Marion,IA,42.0411,-91.5941,3.524
COMMUNITY CO OPS LAKE PARK,Lake Park,MN,46.8176,-96.067,3.509
Sunoco,Greenville,OH,40.0987,-84.6342,3.599
KARDES,Monticello,IA,42.2326,-91.1989,3.399
BP,Eddyville,IA,41.1533,-92.6221,3.379
HOBO PANTRY #29,Gordon,AL,31.1002,-85.1234,3.659
GAS N WASH,Chicago Heights,IL,41.5074,-87.613,3.499
THORNTONS #329,Romeoville,IL,41.6404,-88.0696,3.309
DANDY MINI MART #74,Wysox,PA,41.7826,-76.3834,3.999
FOOD N FUEL,Elwood,IL,41.426,-88.0864,3.499
SHEPHERD 700,Alva,OK,36.8016,-98.6722,3.219
SPARKYS ONE STOP,Rockwell City,IA,42.3961,-94.6292,3.21566666
Stuckeyâ€™s Travel Center West,Anahuac,TX,29.662,-94.593,2.80733333
KWIK TRIP #1067,Phillips,WI,45.6975,-90.4041,3.31566666
BERKSHIRE ENERGY,New Haven,CT,41.314729,-72.927325,3.549
HUCKS FOOD & FUEL #338,Vincennes,IN,38.6734,-87.5098,3.959
CEFCO #101,Jefferson,TX,32.8059,-94.3655,2.899
ENMARKET #828,Pooler,GA,32.1149,-81.252,3.08233333
GAS PRO TRAVEL CENTER,Waynesboro,GA,33.1013,-81.9908,3.799
QUIKTRIP #1177,Blythewood,SC,34.1911,-80.9758,3.07566666
ALLSUPS CONVENIENCE STORE #2376,Vaughn,NM,34.6241,-105.1926,3.499
LUMMI BAY MARKET,Bellingham,WA,48.75216,-122.46446,3.759
CASEYS #3901,Lexington,IL,40.6357,-88.8062,3.339
CASEYS #3904,Manning,IA,41.9072,-95.0556,3.209
CASEYS #3675,Ortonville,MN,45.3296,-96.4596,3.379
CASEYS #2968,Eagle,NE,40.8169,-96.429,3.239
CASEYS #3910,Perkins,OK,35.9768,-97.0441,3.01566666
CASEYS #1892,Sheffield,IA,42.8779,-93.2156,3.15233333
KOUNTRY KORNER,Mount Pleasant,MI,43.6022,-84.822767,3.619
KWIK TRIP #1083,Osceola,WI,45.3218,-92.6971,3.499
KWIK TRIP #489,DUNDAS,MN,44.3955,-93.2037,3.499
KWIK TRIP #1299,Sussex,WI,43.1441,-88.2271,3.28566666
CIRCLE K #4706316,Caledonia,MI,42.8187,-85.5244,3.639
CIRCLE K #4705694,Norwalk,OH,41.2403,-82.6078,3.614
DANDY MINI MART #68,Elmira,NY,42.10554,-76.8188,3.899
DANDY MINI MART #59,Middlebury Center,PA,41.8664,-77.3128,3.999
PALMETTO EXPRESS #115,Gaston,SC,33.8337,-81.1174,3.199
LOVES TRAVEL STOP #879,Huntington,IN,40.8811,-85.5054,3.50066666
ZIPPY JS #18,Brenham,TX,30.17215,-96.40025,3.199
COMO TRAVEL CENTER,Como,MS,34.5137,-89.9155,3.079
